name;rank;year;company;country;worth
Carlo Fidani;869;2014;Orlando Corp;CAN;2
Carlos Hank Rhon;869;2014;Grupo Financiero Interacciones;MEX;2
Catherine Lozick;869;2014;Swagelok;USA;2
Chanchai Ruayrungruang;869;2014;Reignwood Group;CHN;2
Clayton Mathile;869;2014;Iams;USA;2
Daniel Pritzker;869;2014;Hyatt;USA;2
Dean White;869;2014;Whiteco Industries;USA;2
Dermot Desmond;869;2014;International Investment and Underwriting;IRL;2
Dmitry Ananyev;869;2014;Technoserv;RUS;2
Dmitry Pumpyansky;869;2014;TMK Pipes;RUS;2
Drayton McLane, Jr.;869;2014;McLane Company;USA;2
Erwin Franz Mueller;869;2014;Mueller;DEU;2
Fiona Geminder;869;2014;Visy Industries;AUS;2
Florentino Perez;869;2014;Actividades de Construccion y Servicios;ESP;2
Georg von Opel;869;2014;Opel;DEU;2
Gordon Getty;869;2014;Getty ;USA;2
Guy Laliberte;869;2014;Cirque du Soleil;CAN;2
Heloise Waislitz;869;2014;Visy Industries;AUS;2
Howard Marks;869;2014;Oaktree Capital Management;USA;2
James Dinan;869;2014;York Capital management;USA;2
Jim Breyer;869;2014;Breyer Capital;USA;2
John Farber;869;2014;ICC Industries;USA;2
John Pritzker;869;2014;Hyatt;USA;2
Jorge Perez;869;2014;The Related Companies;USA;2
Jose and Francisco Jose Calderon Rojas;869;2014;FEMSA;MEX;2
Li Sze Lim;869;2014;Guangzho R&F;HKG;2
Matt & Dan Walsh;869;2014;Walsh Group;USA;2
Meg Whitman;869;2014;Hewlett-Packard;USA;2
Nicolas Berggruen;869;2014;Alpha Investment Management;USA;2
Nicolas Puech;869;2014;Hermes;FRA;2
Noam Gottesman;869;2014;GLG Partners;USA;2
Or Wai Sheun;869;2014;Kowloon Development;HKG;2
Robert Fisher;869;2014;The Gap;USA;2
Robert McNair;869;2014;Cogen Technologies;USA;2
Ron Baron;869;2014;Baron Capital Group;USA;2
Roustam Tariko;869;2014;Russian Standard Vodka;RUS;2
Sam Goi;869;2014;Tee Yih Jia Food Manufacturing;SGP;2
Shen Guojun;869;2014;Intime Retail;CHN;2
Shin Chang-Jae;869;2014;Kyobo Life Insurance;KOR;2
Sit Kwong Lam;869;2014;Shenzhen Brightoil Group;HKG;2
Sun Weijie;869;2014;Yantai Jereh Oilfield Services Group;CHN;2
Thomas Siebel;869;2014;Siebel Systems;USA;2
Tsai Hong-tu;869;2014;Cathay Life Insurance;Taiwan;2
Vyacheslav Kantor;869;2014;Acron Group;RUS;2
Wang Wenxue;869;2014;China Fortune Land Development;CHN;2
William Fisher;869;2014;The Gap;USA;2
Alex Beard;925;2014;Glencore Xstrata;GBR;2
Henry Samueli;925;2014;Broadcom Corporation;USA;2
Nevaldo Rocha;925;2014;Riachuelo;BRA;2
S. Daniel Abraham;925;2014;Slim-Fast;USA;2
Shin Dong-Bin;925;2014;Lotte Group;KOR;2
Wu Yiling;925;2014;Yiling Pharmaceuticals;CHN;2
Alvaro Saieh Bendeck;931;2014;Corpbanca;CHL;1,9
Andrei Klyamko;931;2014;Smart-Holding;RUS;1,9
Andrei Kozitsyn;931;2014;Urals mining and Metals Company;RUS;1,9
Bob Parsons;931;2014;Go Daddy;USA;1,9
Chandru Raheja;931;2014;K. Raheja Corp;IND;1,9
Daniel Roullier;931;2014;Groupe Roullier;FRA;1,9
David Gottesman;931;2014;First Manhattan;USA;1,9
Donald Sterling;931;2014;Lesser Towers;USA;1,9
Dulce Pugliese de Godoy Bueno;931;2014;Amil;BRA;1,9
Eduardo Eurnekian;931;2014;Corporacion America;ARG;1,9
Fayez Sarofim;931;2014;Fayez Sarofim & Co;USA;1,9
Fritz Draexlmaier;931;2014;Draxlmaier Group;DEU;1,9
Fu Meicheng;931;2014;Zhejiang Huace Film & TV;CHN;1,9
Hans Melchers;931;2014;HAL Investments;NLD;1,9
Ian Wood;931;2014;Wood Group;GBR;1,9
John Arrillaga;931;2014;;USA;1,9
John Kapoor;931;2014;INSYS Thereputics;USA;1,9
Jonathan Harmsworth;931;2014;Associated Newspapers;GBR;1,9
Lev Kvetnoi;931;2014;Vnukovo Airport;RUS;1,9
Liao Long-Shing;931;2014;Chang Chun Group;Taiwan;1,9
Lirio Parisotto;931;2014;Geracao Futuro L Par;BRA;1,9
Michael Klein;931;2014;Casas Bahia;BRA;1,9
Mikhail Balakin;931;2014;SU-155;RUS;1,9
Miloud Chaabi;931;2014;Ynna Holding;MAR;1,9
Mo Tianquan;931;2014;SouFun Holdings;CHN;1,9
Mohamed Al Fayed;931;2014;House of Fraser;EGY;1,9
Norman Braman;931;2014;Braman Enterprises;USA;1,9
Pat Stryker;931;2014;Stryker Corporation;USA;1,9
Richard Li;931;2014;Cheung Kong;HKG;1,9
Robert Duggan;931;2014;Pharmacyclics;USA;1,9
Ronald Southern;931;2014;ATCO;CAN;1,9
Rubens Ometto Silveira Mello;931;2014;Cosan;BRA;1,9
Sid Bass;931;2014;Sid Richardson Gasoline Co;USA;1,9
Song Zuowen;931;2014;Nanshan Group;CHN;1,9
Subhash Chandra;931;2014;Essel Group;IND;1,9
Sulaiman Al Rajhi;931;2014;Al Rajhi bank;SAU;1,9
Tseng Shin-Yi;931;2014;Chang Chun Group;Taiwan;1,9
Wei Ing-Chou;931;2014;Tingyi;Taiwan;1,9
Wei Yin-Chun;931;2014;Tingyi;Taiwan;1,9
Wei Ying-Chiao;931;2014;Tingyi;Taiwan;1,9
Wei Yin-Heng;931;2014;Tingyi;Taiwan;1,9
Wolfgang Leitner;931;2014;Andritz AG;AUT;1,9
Ajay Kalsi;973;2014;Indusgas;IND;1,9
Ayman Asfari;973;2014;Petrofac;GBR;1,9
Diego Della Valle;973;2014;Tod's;ITA;1,9
Hans-Werner Hector;973;2014;SAP AG;DEU;1,9
Kavitark Ram Shriram;973;2014;Google;USA;1,9
Li Shufu;973;2014;Geely Automobile;CHN;1,9
Li Zhongchu;973;2014;Beijing Shiji Information Technology;CHN;1,9
Marc Ladreit de Lacharriere;973;2014;FIMALAC;FRA;1,9
Mitchell Goldhar;973;2014;SmartCenters;CAN;1,9
Rahul Bajaj;973;2014;Bajaj Group;IND;1,9
Stewart Rahr;973;2014;Kinray Inc;USA;1,9
Sun Piaoyang;973;2014;Jiangsu Hengrui Medicine;CHN;1,9
Suna Kirac;973;2014;Koc Holding;TUR;1,9
Tahir family;973;2014;Mayapada Group;IDN;1,9
Theodore Rachmat;973;2014;Triputra Group;IDN;1,9
Aras Agalarov;988;2014;Crocus International;RUS;1,8
Arthur Blank;988;2014;Home Depot;USA;1,8
Carlos Rodriguez-Pastor;988;2014;Interbank Group;PER;1,8
Chao Teng-Hsiung;988;2014;Farglory Land;Taiwan;1,8
Che Fengsheng;988;2014;Sihuan Pharmaceutical;CHN;1,8
Chen Jinxia;988;2014;Hunan Yongjin Group;CHN;1,8
Chu Lam Yiu;988;2014;Huabao International Holdings;HKG;1,8
Craig McCaw;988;2014;McCaw Cellular;USA;1,8
David Chow;988;2014;Macau Legend;MAC;1,8
Dinara Kulibaeva;988;2014;Halyk Bank;KAZ;1,8
Elisabeth Badinter;988;2014;Publicis Groupe;FRA;1,8
Eric Lefkofsky;988;2014;Groupon;USA;1,8
Filiz Sahenk;988;2014;Dogus Holding;TUR;1,8
Gary Magness;988;2014;TCI;USA;1,8
Gil Shwed;988;2014;Check Point;ISR;1,8
Glen Taylor;988;2014;Taylor Corporation;USA;1,8
Glenn Dubin;988;2014;Highbridge Capital Management;USA;1,8
Guenther Lehmann;988;2014;Drogeriemarkt;DEU;1,8
H. Ross Perot, Jr.;988;2014;Electronic Data Systems;USA;1,8
Irwin Jacobs;988;2014;Qualcomm;USA;1,8
Jaime Botin;988;2014;Banco Santander;ESP;1,8
Jennifer Pritzker;988;2014;Hyatt;USA;1,8
Jonathan Nelson;988;2014;Providence Equity Partners;USA;1,8
Kenneth Feld;988;2014;Feld Entertainment;USA;1,8
Lim Oon Kuin;988;2014;Hin Leong Trading;SGP;1,8
Linda Pritzker;988;2014;Hyatt;USA;1,8
Liu Baolin;988;2014;Jointown Pharmaceutical Group;CHN;1,8
Lutz Mario Helmig;988;2014;Helios Hospital Group;DEU;1,8
M.A. Yusuff Ali;988;2014;EMKE Group (Lulu Hypermarket);IND;1,8
Neal Patterson;988;2014;Cerner Corporation;USA;1,8
Nikolai Tsvetkov;988;2014;Financial Corporation Uralsib;RUS;1,8
Polys Haji-Ioannou;988;2014;EasyJet;CYP;1,8
Ravi Pillai;988;2014;RP Group;IND;1,8
Rishad Naoroji;988;2014;Godrej Group;IND;1,8
Roberto Hernandez Ramirez;988;2014;Banamex;MEX;1,8
Ronald Wanek;988;2014;Ashley Furniture;USA;1,8
Stanley Perron;988;2014;Hancock Prospecting;AUS;1,8
Sunny Varkey;988;2014;GEMS Education;IND;1,8
Susan Hirt Hagen;988;2014;Erie Indemnity;USA;1,8
Thomas Meyer;988;2014;Desigual;CHE;1,8
Timur Kulibaev;988;2014;Halyk Bank;KAZ;1,8
Tiong Hiew King;988;2014;Rimbunan Hijau Group;MYS;1,8
Tsai Cheng-da;988;2014;Cathay Life Insurance;Taiwan;1,8
Wu Guangming;988;2014;Jiangsu Yuyue Medical Equipment and Supply;CHN;1,8
Yasseen Mansour;988;2014;Mansour Group;EGY;1,8
Yuri Milner;988;2014;Digital Sky Technologies (Mail.ru);RUS;1,8
Zhang Zhirong;988;2014;China Rongsheng;HKG;1,8
Zhu Xingliang;988;2014;Suzhou Gold Mantis;CHN;1,8
Alain Bouchard;1036;2014;Alimentation Couche-Tard;CAN;1,8
Bill Adderley;1036;2014;Dunelm;GBR;1,8
David Nahmad;1036;2014;;MCO;1,8
Gerald Schwartz;1036;2014;Onex Corporation;CAN;1,8
Jayme Garfinkel;1036;2014;Porto Seguro Seguros;BRA;1,8
John Brown;1036;2014;Stryker Corporation;USA;1,8
Judy Love;1036;2014;Love's Travel Stops & Country Stores;USA;1,8
Lynda Resnick;1036;2014;Teleflora, Pistachios, POM, Fij;USA;1,8
Marian Ilitch;1036;2014;Little Ceasers Pizza;USA;1,8
Michael Hintze;1036;2014;CQS;AUS;1,8
Michael Ilitch;1036;2014;Little Ceasers Pizza;USA;1,8
Murdaya Poo;1036;2014;Central Cipta Murdaya;IDN;1,8
Prasert Prasarttong-Osoth;1036;2014;Bangkok Dusit Medical Services;THA;1,8
Shin Dong-Joo;1036;2014;Lotte Group;KOR;1,8
Stewart Resnick;1036;2014;Teleflora, Pistachios, POM, Fij;USA;1,8
Tom Love;1036;2014;Love's Travel Stops & Country Stores;USA;1,8
Alexander Machkevich;1046;2014;Eurasion natural Resources Corporation;ISR;1,7
Alijan Ibragimov;1046;2014;Eurasion natural Resources Corporation;KAZ;1,7
Andrei Kosogov;1046;2014;Alfa Group;RUS;1,7
Arkady Volozh;1046;2014;Yandex;RUS;1,7
Boris Rotenberg;1046;2014;SGM Group, Mostotrest, TPS Avia;RUS;1,7
Chung Mong-Joon;1046;2014;Hyundai;KOR;1,7
Gabriel Escarrer;1046;2014;Melia Hotels International;ESP;1,7
Gavril Yushvaev;1046;2014;Wimm-Bill-Dann;RUS;1,7
Huang Bingwen;1046;2014;Shantou Dongfeng Printing;AUS;1,7
Huang Li;1046;2014;Wuhan Guide Infrared;CHN;1,7
Huang Wei;1046;2014;Xinhu Zhongbao;CHN;1,7
Igor Altushkin;1046;2014;Russian Copper Company;RUS;1,7
Jeffrey Lorberbaum;1046;2014;Mohawk Industries;USA;1,7
Joop van den Ende;1046;2014;Endemol;NLD;1,7
Katsumi Tada;1046;2014;Daito Trust Construction;JPN;1,7
Kerry Stokes;1046;2014;Seven Canberra;AUS;1,7
Lee Joong-Keun;1046;2014;Booyoung Group;KOR;1,7
Lee Myung-Hee;1046;2014;Shinsegae Group;KOR;1,7
Lin Xiucheng;1046;2014;San'an Electronics;CHN;1,7
Marc Lasry;1046;2014;Avenue Capital Group;USA;1,7
Martua Sitorus;1046;2014;Wilmar International;IDN;1,7
N.R. Narayana Murthy;1046;2014;Infosys;IND;1,7
Patokh Chodiev;1046;2014;Eurasion natural Resources Corporation;BEL;1,7
Peter Peterson;1046;2014;Blackstone Group;USA;1,7
Pier Luigi Loro Piana;1046;2014;Loro Piana;ITA;1,7
Ralph Sonnenberg;1046;2014;Hunter Douglas Group;NLD;1,7
Rolf Gerling;1046;2014;Gerling Konzern;DEU;1,7
Shao Genhuo;1046;2014;DBN Group;CHN;1,7
Thomas Secunda;1046;2014;Bloomberg;USA;1,7
Tony Tan Caktiong;1046;2014;Jollibee;PHL;1,7
Wang Junmin;1046;2014;Haisco Pharmaceutical Group;CHN;1,7
Zhang Hongwei;1046;2014;United Energy Group;CHN;1,7
Alfred Oetker;1078;2014;Oetker-Gruppe;DEU;1,7
August Oetker;1078;2014;Oetker-Gruppe;DEU;1,7
Bergit Douglas;1078;2014;Oetker-Gruppe;DEU;1,7
Carl Ferdinand Oetker;1078;2014;Oetker-Gruppe;DEU;1,7
Christian Oetker;1078;2014;Oetker-Gruppe;DEU;1,7
Domenico Dolce;1078;2014;Dolce & Gabbana;ITA;1,7
Edgar de Picciotto;1078;2014;Union Bancaire Privee;CHE;1,7
Hoang Kieu;1078;2014;RAAS;USA;1,7
Julia Oetker;1078;2014;Oetker-Gruppe;DEU;1,7
Nelson Peltz;1078;2014;Trian Fund Management;USA;1,7
Richard Oetker;1078;2014;Oetker-Gruppe;DEU;1,7
Rosely Schweizer;1078;2014;Oetker-Gruppe;DEU;1,7
Stefano Gabbana;1078;2014;Dolce & Gabbana;ITA;1,7
Vladimir Kim;1078;2014;Kazkhmys;KAZ;1,7
Achmad Hamami;1092;2014;Trakindo Utama;IDN;1,6
Alan Howard;1092;2014;Brevan Howard Asset Management;GBR;1,6
Albert von Thurn und Taxis;1092;2014;von Thurn and Taxis family;DEU;1,6
Alfred James Clark;1092;2014;Clark Enterprises;USA;1,6
Andrea Della Valle;1092;2014;Tod's;ITA;1,6
Cao Kejian;1092;2014;Zhejiang Kaishan Compressor;CHN;1,6
Chase Coleman, III.;1092;2014;Tiger Global Management;USA;1,6
D. Leopoldo Del Pino y Calvo-Sotelo;1092;2014;Ferrovial;ESP;1,6
David Einhorn;1092;2014;Greenlight Capital;USA;1,6
Denise Coates;1092;2014;Bet365;GBR;1,6
Don Hankey;1092;2014;Hankey Group;USA;1,6
Gao Dekang;1092;2014;Bosideng International;CHN;1,6
Gary Burrell;1092;2014;Garmin;USA;1,6
Gu Wei;1092;2014;Shenzhen MTC;CHN;1,6
Hamilton James;1092;2014;Blackstone Group;USA;1,6
Huang Shaowu;1092;2014;Shenzhen Aisidi;CHN;1,6
James Irsay;1092;2014;Indianapolis Colts;USA;1,6
Jim Justice, II.;1092;2014;Bluestone Industries;USA;1,6
Joe Jamail, Jr.;1092;2014;;USA;1,6
Jon Stryker;1092;2014;Stryker Corporation;USA;1,6
Joyce Raley Teel;1092;2014;Raley's;USA;1,6
Julio Bozano;1092;2014;Banco Bozano Simonsen;BRA;1,6
Karel Komarek;1092;2014;KKCG Group;CZE;1,6
Lee Jay-Hyun;1092;2014;CJ Group;KOR;1,6
Liang Xinjun;1092;2014;Fosun Group;CHN;1,6
Louis Bacon;1092;2014;Moore Capital Management;USA;1,6
Mangal Prabhat Lodha;1092;2014;Lodha Group;IND;1,6
Mario Gabelli;1092;2014;Gabelli Asset Management Company;USA;1,6
Mehmet Sinan Tara;1092;2014;Enka insaat ve Sanayi;TUR;1,6
Patrick Ryan;1092;2014;Aon Corporation;USA;1,6
Pham Nhat Vuong;1092;2014;Vingroup;VNM;1,6
Phillip Ragon;1092;2014;InterSystems;USA;1,6
Pierre Papillaud;1092;2014;Roxane;FRA;1,6
Pollyanna Chu;1092;2014;Kingston Financial;HKG;1,6
Ray Davis;1092;2014;Energy Transfer Partners;USA;1,6
Richard Elman;1092;2014;Noble Group;GBR;1,6
Robert Miller UK;1092;2014;Duty Free Shopping;GBR;1,6
Roberto Angelini Rossi;1092;2014;Angelini Group;CHL;1,6
Scott Cook;1092;2014;Intuit;USA;1,6
Simonpietro Salini;1092;2014;Salini Impregilo;ITA;1,6
Stephen Jarislowsky;1092;2014;Jarislowsky Fraser Limited;CAN;1,6
Suhon Lin;1092;2014;Chang Chun Group;Taiwan;1,6
Thaksin Shinawatra;1092;2014;Advanced Info Service;THA;1,6
Tsai Ming-Kai;1092;2014;MediaTek;Taiwan;1,6
Venugopal Dhoot;1092;2014;Videocon Electronics;IND;1,6
Vincent Tan;1092;2014;Berjaya Corporation Berhad;MYS;1,6
Wen Jianping;1092;2014;Beijing Originwater Technology;CHN;1,6
Wong Luen Hei;1092;2014;China Lesso Group;CHN;1,6
Yoshikazu Tanaka;1092;2014;GREE, Inc;JPN;1,6
Yuri Gushchin;1092;2014;Obyedinennye Konditery;RUS;1,6
Zhou Chengjian;1092;2014;Metersbonwe Group;CHN;1,6
Ahsen Ozokur;1143;2014;Yildiz Holding;TUR;1,6
Ali Ibrahim Agaoglu;1143;2014;Agaoglu Group;TUR;1,6
Ana Maria Brescia Cafferata;1143;2014;Grupo Prescia (now Pandora Group);PER;1,6
Ana Maria Marcondes Penido Sant'Anna;1143;2014;CCR Group;BRA;1,6
Benu Gopal Bangur;1143;2014;Shree Cement;IND;1,6
Cesar Mata Pires;1143;2014;OAS SA;BRA;1,6
Christoph Henkel;1143;2014;Henkel Ag;DEU;1,6
Manuel Moroun;1143;2014;CenTra Inc.;USA;1,6
Rosa Brescia Cafferata;1143;2014;Grupo Prescia (now Pandora Group);PER;1,6
Thomas Steyer;1143;2014;Farallon Capital Management;USA;1,6
Wong Kwong Yu;1143;2014;Gome;CHN;1,6
Alexander Frolov;1154;2014;Evraz;RUS;1,5
Alexandre Grendene Bartelle;1154;2014;Grendene;BRA;1,5
Alfredo Harp Helu;1154;2014;Banamex;MEX;1,5
Andrei Bokarev;1154;2014;CJSC Transmashholding;RUS;1,5
Bulent Eczacibasi;1154;2014;Eczacibasi Holding;TUR;1,5
Chang Yung Fa;1154;2014;Evergreen Group;Taiwan;1,5
Chen Tianqiao;1154;2014;Shanda Interactive Entertainment;CHN;1,5
Chen Yung-Tai;1154;2014;Aurora Group;Taiwan;1,5
Dan Wilks;1154;2014;Frac Tech;USA;1,5
Erika Pohl-Stroher;1154;2014;Wella AG;DEU;1,5
Ezra Nahmad;1154;2014;;MCO;1,5
Farris Wilks;1154;2014;Frac Tech;USA;1,5
Faruk Eczacibasi;1154;2014;Eczacibasi Holding;TUR;1,5
Francesco Gaetano Caltagirone;1154;2014;Caltagirone Holdings;ITA;1,5
Gary Michelson;1154;2014;Medtronic;USA;1,5
Gregorio Perez Companc;1154;2014;Petrolera Perez Companc;ARG;1,5
He Qiaonu;1154;2014;Beijing Orient Landscape;CHN;1,5
Horst Brandstaetter;1154;2014;Brandstatter Group;DEU;1,5
Huang Shih Tsai;1154;2014;Greater China International Investment Group;HKG;1,5
Jimmy Haslam;1154;2014;Pilot Flying J;USA;1,5
John Henry;1154;2014;John W. Henry & Company;USA;1,5
Jose Llado Fernandez-Urrutia;1154;2014;Tecnicas Reunidas;ESP;1,5
Juan Carlos Escotet;1154;2014;Banesco;VEN;1,5
Koo Bon-Moo;1154;2014;LG Group;KOR;1,5
Lam Kong;1154;2014;China Medical Systems;CHN;1,5
Maria Del Pino y Calvo-Sotelo;1154;2014;Ferrovial;ESP;1,5
Marie-Jeanne Meyer;1154;2014;Louis-Dreyfus Goup;FRA;1,5
Mark Stevens;1154;2014;Sequoia Capital;USA;1,5
Massimo Moratti;1154;2014;Saras SPA;ITA;1,5
Mehmet Karamehmet;1154;2014;Cukurova Holding;TUR;1,5
Mehmet Nazif Gunal;1154;2014;MNG Holding;TUR;1,5
Monique Louis-Dreyfus;1154;2014;Louis-Dreyfus Goup;FRA;1,5
Murali Divi;1154;2014;Divis Laboratories;IND;1,5
Paul Singer;1154;2014;Elliott Associates;USA;1,5
Ravi Jaipuria;1154;2014;RJ Corp;IND;1,5
Richard Hayne;1154;2014;Urban Outfitters;USA;1,5
Robert Coyiuto Jr;1154;2014;Prudential Guarantee & Assurance;PHL;1,5
Saad Hariri;1154;2014;Saudi Oger;LBN;1,5
Senapathy Gopalakrishnan;1154;2014;Infosys;IND;1,5
Sergio Lins Andrade;1154;2014;Andrade Gutierrez;BRA;1,5
Thomas Lee;1154;2014;Thomas H. Lee Partners;USA;1,5
Tom Benson;1154;2014;Benson Financial;USA;1,5
Vadim Novinsky;1154;2014;Smart-Holding;UKR;1,5
Vichai Srivaddhanaprabha;1154;2014;King Power Duty Free;THA;1,5
Victor Gradin;1154;2014;Odebrecht;BRA;1,5
Vinod Khosla;1154;2014;Sun Microsystems;USA;1,5
Wen Yibo;1154;2014;The Sound Group;CHN;1,5
Yuriy Kosiuk;1154;2014;MHP;UKR;1,5
Zhu Yicai;1154;2014;Yurun Food;CHN;1,5
Ajay Piramal;1203;2014;Piramel;IND;1,5
Isidoro Alvarez;1203;2014;El Corte Ingles;ESP;1,5
Richard Scaife;1203;2014;Mellon;USA;1,5
Sergei Katsiev;1203;2014;Megapolis;RUS;1,5
William Ackman;1203;2014;Pershing Square Capital Management;USA;1,5
Wilma Tisch;1203;2014;Loews Corporation;USA;1,5
Zhang Changhong;1203;2014;DZH/Shanghai Great Wisdom;CHN;1,5
Alan Gerry;1210;2014;Cablevision Industries;USA;1,4
Albert Blokker;1210;2014;Blokker Holding;BEL;1,4
Alberto Cortina;1210;2014;Construcciones y Contratas;ESP;1,4
Anatoly Lomakin;1210;2014;International Potassium Company (MMK);RUS;1,4
Aziz Akhannouch;1210;2014;Akwa Group;MAR;1,4
Billy Joe (Red) McCombs;1210;2014;Red McCombs Automotive Group;USA;1,4
Chen Jianhua;1210;2014;Hengli Group;CHN;1,4
Christopher Cline;1210;2014;Foresight Reserves;USA;1,4
Christopher Goldsbury;1210;2014;Pace Foods;USA;1,4
Clement Fayat;1210;2014;Fayat;FRA;1,4
David Walentas;1210;2014;Dumbo;USA;1,4
Dmitry Kamenshchik;1210;2014;Moscow Domodedovo Airport.;RUS;1,4
Dmitry Mazepin;1210;2014;Uralchem;RUS;1,4
Edmund Ansin;1210;2014;Sunbeam Television;USA;1,4
Els Blokker;1210;2014;Blokker Holding;NLD;1,4
Farkhad Akhmedov;1210;2014;Northgas;RUS;1,4
Francesco Saverio Salini;1210;2014;Salini Impregilo;ITA;1,4
Gian Marco Moratti;1210;2014;Saras SPA;ITA;1,4
Gleb Fetisov;1210;2014;Alfa Group;RUS;1,4
Hamdi Ulukaya;1210;2014;Chobani;TUR;1,4
Hong Ra-Hee;1210;2014;Samsung;KOR;1,4
J. Joe Ricketts;1210;2014;TD Ameritrade;USA;1,4
James Clark;1210;2014;Netscape Communications Corporation;USA;1,4
Joao Alves de Queiroz Filho;1210;2014;Hypermarcas;BRA;1,4
Jonathan Gray;1210;2014;Blackstone Group;USA;1,4
Kagemasa Kozuki;1210;2014;Konami Corporation;JPN;1,4
Larry Robbins;1210;2014;Glenview Capital Management;USA;1,4
Lei Jufang;1210;2014;Tibet Cheezheng Tibetan Medicine;CHN;1,4
Len Ainsworth;1210;2014;Aristocrat Leisure Limited;AUS;1,4
Lina Maria Aguiar;1210;2014;Bradesco;BRA;1,4
Luis Enrique Yarur Rey;1210;2014;Banco de Credito e Inversiones (BCI);CHL;1,4
Marius Nacht;1210;2014;Check Point;ISR;1,4
Max Michel Suberville;1210;2014;FEMSA;MEX;1,4
Michael Ashcroft;1210;2014;Michael A. Ashcroft Associates;GBR;1,4
Michel Chalhoub;1210;2014;Chalhoub Group;FRA;1,4
Nandan Nilekani;1210;2014;Infosys;IND;1,4
Nicholas Pritzker, II.;1210;2014;Hyatt;USA;1,4
Nicola Bulgari;1210;2014;Bulgari;ITA;1,4
Oleg Tinkov;1210;2014;Tinkoff Brewery;RUS;1,4
Paolo Bulgari;1210;2014;Bulgari;ITA;1,4
Peter Gilgan;1210;2014;Mattamy Homes;CAN;1,4
Peter Unger;1210;2014;Auto-Teile-Unger;DEU;1,4
Petter Stordalen;1210;2014;Home Invest;NOR;1,4
Pyotr Kondrashev;1210;2014;Silvinit;RUS;1,4
Radovan Vitek;1210;2014;CPI;CZE;1,4
Ranjan Pai;1210;2014;Manipal Education & Medical Group;IND;1,4
Remo Ruffini;1210;2014;Moncler;ITA;1,4
Richard Chilton Jr;1210;2014;Chilton Investment Company;USA;1,4
Richard Yuengling, Jr.;1210;2014;Yuengling;USA;1,4
Roman Avdeev;1210;2014;Credit Bank of Moscow;RUS;1,4
Shlomo Eliahu;1210;2014;Eliyahu Insurance Company;ISR;1,4
Takao Yasuda;1210;2014;Don Quijote;JPN;1,4
Todd Wagner;1210;2014;Broadcast.com;USA;1,4
Vladimir Iorich;1210;2014;Mechel AOA;DEU;1,4
Vladimir Scherbakov;1210;2014;Avtotor Holding;RUS;1,4
Wang Jing;1210;2014;Beijing Xinwei Telecom Technology;CHN;1,4
Wang Kunxiao;1210;2014;Yantai Jereh Oilfield Services Group;CHN;1,4
Xiong Xuqiang;1210;2014;Ningbo Yinyi Group;HKG;1,4
Yoshiko Mori;1210;2014;Mori Building;JPN;1,4
Yuri Kovalchuk;1210;2014;Russia bank;RUS;1,4
Andrew Cherng;1270;2014;Panda Express;USA;1,4
Anne Gittinger;1270;2014;Nordstrom;USA;1,4
Anton Kathrein, Jr.;1270;2014;Katherine Werke AG;DEU;1,4
Henry Swieca;1270;2014;Highbridge Capital Management;USA;1,4
Jonathan Oringer;1270;2014;Shutterstock;USA;1,4
Kazuo Okada;1270;2014;Wynn Resorts;JPN;1,4
Keeree Kanjanapas;1270;2014;BTS Skytrain;THA;1,4
Lee Hwa-Kyung;1270;2014;Orion Corp.;KOR;1,4
Lin Li;1270;2014;Liye Group;CHN;1,4
Mark Vadon;1270;2014;Zulily;USA;1,4
Oleg Boyko;1270;2014;Finstar Financial Group;RUS;1,4
Patricia Angelini Rossi;1270;2014;Angelini Group;CHL;1,4
Paul Foster;1270;2014;Western Refining;USA;1,4
Peggy Cherng;1270;2014;Panda Express;USA;1,4
Roger Penske;1270;2014;Penske Racing;USA;1,4
William Ford, Sr.;1270;2014;Ford Motor Company;USA;1,4
Akio Nitori;1284;2014;Nitori;JPN;1,3
Alain Taravella;1284;2014;Altarea Cogedim;FRA;1,3
Allan Gray;1284;2014;Allan Gray;ZAF;1,3
Allan Wong;1284;2014;VTech Holding;HKG;1,3
Andrei Molchanov;1284;2014;Open Joint Stock Company;RUS;1,3
Aneel Bhusri;1284;2014;Greylock Partners;USA;1,3
Arturo Moreno;1284;2014;Outdoor Systems;USA;1,3
Baba Kalyani;1284;2014;Bharat Forge;IND;1,3
Bruce Cheng;1284;2014;Delta Electronics;Taiwan;1,3
Bruce Nordstrom;1284;2014;Nordstrom;USA;1,3
Brunello Cucinelli;1284;2014;Brunello Cucinelli;ITA;1,3
C. Dean Metropoulos;1284;2014;Apollo Global management;USA;1,3
Carlos Francisco Ribeiro Jereissati;1284;2014;Inguatemi Empresa de Shopping Centers;BRA;1,3
Charles Simonyi;1284;2014;Microsoft;USA;1,3
Charles Zegar;1284;2014;Bloomberg;USA;1,3
Charlotte Colket Weber;1284;2014;Campbell Soup;USA;1,3
Chen Bang;1284;2014;Air Eye Hospital Group;CHN;1,3
Chu Mang Yee;1284;2014;Hopson Development;CHN;1,3
Ciputra;1284;2014;Ciputra Development;IDN;1,3
David Booth;1284;2014;Dimensional Fund Advisors;USA;1,3
David Sainsbury;1284;2014;Sainsbury's;GBR;1,3
Desmond Sacco;1284;2014;Assore Group;ZAF;1,3
Du Jiangtao;1284;2014;Inner Mongolia Junzhen Energy and Chemical Industry;CHN;1,3
Edward Stack;1284;2014;Dick's Sporting Goods;USA;1,3
